"State_Acronym","year","year_effective","State_Name","log_ci","Post","rel_year","treated","event_id","year_event_id"
"NH",2004,2022,"New Hampshire",15.2985955749244,0,-18,0,"GA_2006","2004_GA_2006"
"NH",2005,2022,"New Hampshire",15.4547465512789,0,-17,0,"GA_2006","2005_GA_2006"
"NH",2006,2022,"New Hampshire",15.5847554014262,0,-16,0,"GA_2006","2006_GA_2006"
"NH",2007,2022,"New Hampshire",15.6781884909833,0,-15,0,"GA_2006","2007_GA_2006"
"NH",2008,2022,"New Hampshire",15.7095891657914,0,-14,0,"GA_2006","2008_GA_2006"
"NH",2009,2022,"New Hampshire",15.5742423329429,0,-13,0,"GA_2006","2009_GA_2006"
"NH",2010,2022,"New Hampshire",15.5868051806774,0,-12,0,"GA_2006","2010_GA_2006"
"NJ",2002,2012,"New Jersey",16.3199438347271,0,-10,0,"GA_2006","2002_GA_2006"
"NJ",2003,2012,"New Jersey",17.097692060998,0,-9,0,"GA_2006","2003_GA_2006"
"NJ",2004,2012,"New Jersey",16.8637288032722,0,-8,0,"GA_2006","2004_GA_2006"
"NJ",2005,2012,"New Jersey",17.0230481248094,0,-7,0,"GA_2006","2005_GA_2006"
"NJ",2006,2012,"New Jersey",17.1431124287346,0,-6,0,"GA_2006","2006_GA_2006"
"NJ",2007,2012,"New Jersey",17.2837215202756,0,-5,0,"GA_2006","2007_GA_2006"
"NJ",2008,2012,"New Jersey",17.2601597176773,0,-4,0,"GA_2006","2008_GA_2006"
"NJ",2009,2012,"New Jersey",17.0978705983852,0,-3,0,"GA_2006","2009_GA_2006"
"NJ",2010,2012,"New Jersey",16.9400630048679,0,-2,0,"GA_2006","2010_GA_2006"
"NM",2002,NA,"New Mexico",14.3076924090184,0,-99,0,"GA_2006","2002_GA_2006"
"NM",2003,NA,"New Mexico",14.1052891154652,0,-99,0,"GA_2006","2003_GA_2006"
"NM",2004,NA,"New Mexico",14.4134501850326,0,-99,0,"GA_2006","2004_GA_2006"
"NM",2005,NA,"New Mexico",14.9756222147457,0,-99,0,"GA_2006","2005_GA_2006"
"NM",2006,NA,"New Mexico",15.4175130009445,0,-99,0,"GA_2006","2006_GA_2006"
"NM",2007,NA,"New Mexico",15.6157428035635,0,-99,0,"GA_2006","2007_GA_2006"
"NM",2008,NA,"New Mexico",15.4849537053879,0,-99,0,"GA_2006","2008_GA_2006"
"NM",2009,NA,"New Mexico",14.5754552194477,0,-99,0,"GA_2006","2009_GA_2006"
"NM",2010,NA,"New Mexico",14.3138906351508,0,-99,0,"GA_2006","2010_GA_2006"
"NY",2002,2015,"New York",17.2202284021865,0,-13,0,"GA_2006","2002_GA_2006"
"NY",2003,2015,"New York",17.1425129893312,0,-12,0,"GA_2006","2003_GA_2006"
"NY",2004,2015,"New York",17.1209329406993,0,-11,0,"GA_2006","2004_GA_2006"
"NY",2005,2015,"New York",17.4299254122378,0,-10,0,"GA_2006","2005_GA_2006"
"NY",2006,2015,"New York",17.7966115157043,0,-9,0,"GA_2006","2006_GA_2006"
"NY",2007,2015,"New York",18.0951546458336,0,-8,0,"GA_2006","2007_GA_2006"
"NY",2008,2015,"New York",18.0775613937172,0,-7,0,"GA_2006","2008_GA_2006"
"NY",2009,2015,"New York",17.9484605754905,0,-6,0,"GA_2006","2009_GA_2006"
"NY",2010,2015,"New York",17.8203692372677,0,-5,0,"GA_2006","2010_GA_2006"
"NC",2002,2016,"North Carolina",16.0858778384193,0,-14,0,"GA_2006","2002_GA_2006"
"NC",2003,2016,"North Carolina",16.3819849504078,0,-13,0,"GA_2006","2003_GA_2006"
"NC",2004,2016,"North Carolina",16.3113296718664,0,-12,0,"GA_2006","2004_GA_2006"
"NC",2005,2016,"North Carolina",16.7297380047447,0,-11,0,"GA_2006","2005_GA_2006"
"NC",2006,2016,"North Carolina",16.7576754048146,0,-10,0,"GA_2006","2006_GA_2006"
"NC",2007,2016,"North Carolina",16.9373926997749,0,-9,0,"GA_2006","2007_GA_2006"
"NC",2008,2016,"North Carolina",16.6768099975208,0,-8,0,"GA_2006","2008_GA_2006"
"NC",2009,2016,"North Carolina",16.3854030847205,0,-7,0,"GA_2006","2009_GA_2006"
"NC",2010,2016,"North Carolina",16.7471401574146,0,-6,0,"GA_2006","2010_GA_2006"
"ND",2002,2016,"North Dakota",13.0733731932322,0,-14,0,"GA_2006","2002_GA_2006"
"ND",2003,2016,"North Dakota",13.1867054506759,0,-13,0,"GA_2006","2003_GA_2006"
"ND",2004,2016,"North Dakota",13.0697057442084,0,-12,0,"GA_2006","2004_GA_2006"
"ND",2005,2016,"North Dakota",13.8955884298547,0,-11,0,"GA_2006","2005_GA_2006"
"ND",2006,2016,"North Dakota",14.3554482822737,0,-10,0,"GA_2006","2006_GA_2006"
"ND",2007,2016,"North Dakota",14.4827829989255,0,-9,0,"GA_2006","2007_GA_2006"
"ND",2008,2016,"North Dakota",14.7282565531376,0,-8,0,"GA_2006","2008_GA_2006"
"ND",2009,2016,"North Dakota",14.5051284409508,0,-7,0,"GA_2006","2009_GA_2006"
"ND",2010,2016,"North Dakota",14.1378997169364,0,-6,0,"GA_2006","2010_GA_2006"
"OK",2002,NA,"Oklahoma",14.8785014260251,0,-99,0,"GA_2006","2002_GA_2006"
"OK",2003,NA,"Oklahoma",14.3698553356438,0,-99,0,"GA_2006","2003_GA_2006"
"OK",2004,NA,"Oklahoma",14.6138357375269,0,-99,0,"GA_2006","2004_GA_2006"
"OK",2005,NA,"Oklahoma",14.850413611172,0,-99,0,"GA_2006","2005_GA_2006"
"OK",2006,NA,"Oklahoma",15.4394462019104,0,-99,0,"GA_2006","2006_GA_2006"
"OK",2007,NA,"Oklahoma",16.0515551271501,0,-99,0,"GA_2006","2007_GA_2006"
"OK",2008,NA,"Oklahoma",15.6074505664497,0,-99,0,"GA_2006","2008_GA_2006"
"OK",2009,NA,"Oklahoma",15.5582023245126,0,-99,0,"GA_2006","2009_GA_2006"
"OK",2010,NA,"Oklahoma",15.0982945427145,0,-99,0,"GA_2006","2010_GA_2006"
"RI",2002,2015,"Rhode Island",12.6576081732706,0,-13,0,"GA_2006","2002_GA_2006"
"RI",2003,2015,"Rhode Island",13.5221531519712,0,-12,0,"GA_2006","2003_GA_2006"
"RI",2004,2015,"Rhode Island",13.5567254362724,0,-11,0,"GA_2006","2004_GA_2006"
"RI",2005,2015,"Rhode Island",14.0459695086002,0,-10,0,"GA_2006","2005_GA_2006"
"RI",2006,2015,"Rhode Island",14.4507048915588,0,-9,0,"GA_2006","2006_GA_2006"
"RI",2007,2015,"Rhode Island",14.5040248008005,0,-8,0,"GA_2006","2007_GA_2006"
"RI",2008,2015,"Rhode Island",14.2983892796793,0,-7,0,"GA_2006","2008_GA_2006"
"RI",2009,2015,"Rhode Island",14.0024234104627,0,-6,0,"GA_2006","2009_GA_2006"
"RI",2010,2015,"Rhode Island",14.1169969113925,0,-5,0,"GA_2006","2010_GA_2006"
"TN",2002,2024,"Tennessee",15.9417104391503,0,-22,0,"GA_2006","2002_GA_2006"
"TN",2003,2024,"Tennessee",16.1394379420369,0,-21,0,"GA_2006","2003_GA_2006"
"TN",2004,2024,"Tennessee",16.1847444439052,0,-20,0,"GA_2006","2004_GA_2006"
"TN",2005,2024,"Tennessee",16.332711870783,0,-19,0,"GA_2006","2005_GA_2006"
"TN",2006,2024,"Tennessee",16.4745310277416,0,-18,0,"GA_2006","2006_GA_2006"
"TN",2007,2024,"Tennessee",16.6625839671061,0,-17,0,"GA_2006","2007_GA_2006"
"TN",2008,2024,"Tennessee",16.5547413473191,0,-16,0,"GA_2006","2008_GA_2006"
"TN",2009,2024,"Tennessee",16.3458574448319,0,-15,0,"GA_2006","2009_GA_2006"
"TN",2010,2024,"Tennessee",16.4453131059847,0,-14,0,"GA_2006","2010_GA_2006"
"UT",2002,2011,"Utah",14.6129186498387,0,-9,0,"GA_2006","2002_GA_2006"
"UT",2003,2011,"Utah",14.9021717155126,0,-8,0,"GA_2006","2003_GA_2006"
"UT",2004,2011,"Utah",14.8802557771208,0,-7,0,"GA_2006","2004_GA_2006"
"UT",2005,2011,"Utah",15.1444141253049,0,-6,0,"GA_2006","2005_GA_2006"
"UT",2006,2011,"Utah",15.7560606532773,0,-5,0,"GA_2006","2006_GA_2006"
"UT",2007,2011,"Utah",15.8921832699706,0,-4,0,"GA_2006","2007_GA_2006"
"UT",2008,2011,"Utah",15.8814564415388,0,-3,0,"GA_2006","2008_GA_2006"
"UT",2009,2011,"Utah",15.4083311645749,0,-2,0,"GA_2006","2009_GA_2006"
"UT",2010,2011,"Utah",15.4087377843504,0,-1,0,"GA_2006","2010_GA_2006"
"VT",2002,2023,"Vermont",12.8548123515828,0,-21,0,"GA_2006","2002_GA_2006"
"VT",2003,2023,"Vermont",12.9647434387887,0,-20,0,"GA_2006","2003_GA_2006"
"VT",2004,2023,"Vermont",13.3664632391853,0,-19,0,"GA_2006","2004_GA_2006"
"VT",2005,2023,"Vermont",13.4692138082155,0,-18,0,"GA_2006","2005_GA_2006"
"VT",2006,2023,"Vermont",13.6909701270678,0,-17,0,"GA_2006","2006_GA_2006"
"VT",2007,2023,"Vermont",13.7500667582718,0,-16,0,"GA_2006","2007_GA_2006"
"VT",2008,2023,"Vermont",13.8129543524766,0,-15,0,"GA_2006","2008_GA_2006"
"VT",2009,2023,"Vermont",13.8359934613173,0,-14,0,"GA_2006","2009_GA_2006"
"VT",2010,2023,"Vermont",13.8176024860033,0,-13,0,"GA_2006","2010_GA_2006"
"VA",2002,NA,"Virginia",15.4530628642885,0,-99,0,"GA_2006","2002_GA_2006"
"VA",2003,NA,"Virginia",15.5155323472932,0,-99,0,"GA_2006","2003_GA_2006"
"VA",2004,NA,"Virginia",15.7664532605477,0,-99,0,"GA_2006","2004_GA_2006"
"VA",2005,NA,"Virginia",16.127978322757,0,-99,0,"GA_2006","2005_GA_2006"
"VA",2006,NA,"Virginia",16.4819514176329,0,-99,0,"GA_2006","2006_GA_2006"
"VA",2007,NA,"Virginia",16.5006048320089,0,-99,0,"GA_2006","2007_GA_2006"
"VA",2008,NA,"Virginia",16.3896851802326,0,-99,0,"GA_2006","2008_GA_2006"
"VA",2009,NA,"Virginia",16.1724102100591,0,-99,0,"GA_2006","2009_GA_2006"
"VA",2010,NA,"Virginia",16.3927621369574,0,-99,0,"GA_2006","2010_GA_2006"
"WV",2002,2022,"West Virginia",14.7100463580354,0,-20,0,"GA_2006","2002_GA_2006"
"WV",2003,2022,"West Virginia",14.5217055773735,0,-19,0,"GA_2006","2003_GA_2006"
"WV",2004,2022,"West Virginia",14.5170391825521,0,-18,0,"GA_2006","2004_GA_2006"
"WV",2005,2022,"West Virginia",15.4539655941355,0,-17,0,"GA_2006","2005_GA_2006"
"WV",2006,2022,"West Virginia",15.5942729671773,0,-16,0,"GA_2006","2006_GA_2006"
"WV",2007,2022,"West Virginia",15.6056687458254,0,-15,0,"GA_2006","2007_GA_2006"
"WV",2008,2022,"West Virginia",15.6332885895909,0,-14,0,"GA_2006","2008_GA_2006"
"WV",2009,2022,"West Virginia",15.4143751219806,0,-13,0,"GA_2006","2009_GA_2006"
"WV",2010,2022,"West Virginia",14.8415901037416,0,-12,0,"GA_2006","2010_GA_2006"
"WI",2002,2006,"Wisconsin",15.5441729420733,0,-4,1,"WI_2006","2002_WI_2006"
"WI",2003,2006,"Wisconsin",15.7123140370713,0,-3,1,"WI_2006","2003_WI_2006"
"WI",2004,2006,"Wisconsin",15.9710777004766,0,-2,1,"WI_2006","2004_WI_2006"
"WI",2005,2006,"Wisconsin",16.1088658452747,0,-1,1,"WI_2006","2005_WI_2006"
"WI",2006,2006,"Wisconsin",16.1408722581416,1,0,1,"WI_2006","2006_WI_2006"
"WI",2007,2006,"Wisconsin",16.2740808134581,1,1,1,"WI_2006","2007_WI_2006"
"WI",2008,2006,"Wisconsin",16.2065793612546,1,2,1,"WI_2006","2008_WI_2006"
"WI",2009,2006,"Wisconsin",15.9335518800391,1,3,1,"WI_2006","2009_WI_2006"
"WI",2010,2006,"Wisconsin",16.1931056573864,1,4,1,"WI_2006","2010_WI_2006"
"AL",2002,2021,"Alabama",15.4176480408381,0,-19,0,"WI_2006","2002_WI_2006"
"AL",2003,2021,"Alabama",15.3941221852396,0,-18,0,"WI_2006","2003_WI_2006"
"AL",2004,2021,"Alabama",15.3180517326203,0,-17,0,"WI_2006","2004_WI_2006"
"AL",2005,2021,"Alabama",15.6258350866039,0,-16,0,"WI_2006","2005_WI_2006"
"AL",2006,2021,"Alabama",15.9668576482426,0,-15,0,"WI_2006","2006_WI_2006"
"AL",2007,2021,"Alabama",15.8674346355304,0,-14,0,"WI_2006","2007_WI_2006"
"AL",2008,2021,"Alabama",15.9041557694848,0,-13,0,"WI_2006","2008_WI_2006"
"AL",2009,2021,"Alabama",15.8436021234882,0,-12,0,"WI_2006","2009_WI_2006"
"AL",2010,2021,"Alabama",15.7008187497815,0,-11,0,"WI_2006","2010_WI_2006"
"AK",2002,NA,"Alaska",14.8679415105523,0,-99,0,"WI_2006","2002_WI_2006"
"AK",2003,NA,"Alaska",14.6052968221786,0,-99,0,"WI_2006","2003_WI_2006"
"AK",2004,NA,"Alaska",15.0998782174452,0,-99,0,"WI_2006","2004_WI_2006"
"AK",2005,NA,"Alaska",15.6501222997282,0,-99,0,"WI_2006","2005_WI_2006"
"AK",2006,NA,"Alaska",15.9835473280616,0,-99,0,"WI_2006","2006_WI_2006"
"AK",2007,NA,"Alaska",15.9738837156521,0,-99,0,"WI_2006","2007_WI_2006"
"AK",2008,NA,"Alaska",16.4404204099519,0,-99,0,"WI_2006","2008_WI_2006"
"AK",2009,NA,"Alaska",15.7212997711582,0,-99,0,"WI_2006","2009_WI_2006"
"AK",2010,NA,"Alaska",15.7384662486171,0,-99,0,"WI_2006","2010_WI_2006"
"AR",2002,2021,"Arkansas",14.8165609027399,0,-19,0,"WI_2006","2002_WI_2006"
"AR",2003,2021,"Arkansas",14.8165665564661,0,-18,0,"WI_2006","2003_WI_2006"
"AR",2004,2021,"Arkansas",14.8441954726999,0,-17,0,"WI_2006","2004_WI_2006"
"AR",2005,2021,"Arkansas",15.266262908133,0,-16,0,"WI_2006","2005_WI_2006"
"AR",2006,2021,"Arkansas",15.550626412947,0,-15,0,"WI_2006","2006_WI_2006"
"AR",2007,2021,"Arkansas",15.5354792892809,0,-14,0,"WI_2006","2007_WI_2006"
"AR",2008,2021,"Arkansas",15.4774796137193,0,-13,0,"WI_2006","2008_WI_2006"
"AR",2009,2021,"Arkansas",15.4881832574285,0,-12,0,"WI_2006","2009_WI_2006"
"AR",2010,2021,"Arkansas",15.5953142251871,0,-11,0,"WI_2006","2010_WI_2006"
"CA",2002,2011,"California",17.9153145493204,0,-9,0,"WI_2006","2002_WI_2006"
"CA",2003,2011,"California",18.158839724921,0,-8,0,"WI_2006","2003_WI_2006"
"CA",2004,2011,"California",18.176664184997,0,-7,0,"WI_2006","2004_WI_2006"
"CA",2005,2011,"California",18.4012701551837,0,-6,0,"WI_2006","2005_WI_2006"
"CA",2006,2011,"California",18.5751352237816,0,-5,0,"WI_2006","2006_WI_2006"
"CA",2007,2011,"California",18.6535414552612,0,-4,0,"WI_2006","2007_WI_2006"
"CA",2008,2011,"California",18.7136455294487,0,-3,0,"WI_2006","2008_WI_2006"
"CA",2009,2011,"California",18.4964343151465,0,-2,0,"WI_2006","2009_WI_2006"
"CA",2010,2011,"California",18.4512701839067,0,-1,0,"WI_2006","2010_WI_2006"
"CT",2002,2016,"Connecticut",14.505011097604,0,-14,0,"WI_2006","2002_WI_2006"
"CT",2003,2016,"Connecticut",15.3406504996991,0,-13,0,"WI_2006","2003_WI_2006"
"CT",2004,2016,"Connecticut",15.4377251663523,0,-12,0,"WI_2006","2004_WI_2006"
"CT",2005,2016,"Connecticut",15.8523646587512,0,-11,0,"WI_2006","2005_WI_2006"
"CT",2006,2016,"Connecticut",15.9516316951652,0,-10,0,"WI_2006","2006_WI_2006"
"CT",2007,2016,"Connecticut",16.2940827428804,0,-9,0,"WI_2006","2007_WI_2006"
"CT",2008,2016,"Connecticut",15.9022801835297,0,-8,0,"WI_2006","2008_WI_2006"
"CT",2009,2016,"Connecticut",15.5939843848108,0,-7,0,"WI_2006","2009_WI_2006"
"CT",2010,2016,"Connecticut",15.728015583827,0,-6,0,"WI_2006","2010_WI_2006"
"DE",2002,2017,"Delaware",14.8776138557335,0,-15,0,"WI_2006","2002_WI_2006"
"DE",2003,2017,"Delaware",14.688500171188,0,-14,0,"WI_2006","2003_WI_2006"
"DE",2004,2017,"Delaware",14.7330327152309,0,-13,0,"WI_2006","2004_WI_2006"
"DE",2005,2017,"Delaware",14.8665290929152,0,-12,0,"WI_2006","2005_WI_2006"
"DE",2006,2017,"Delaware",15.0385318175081,0,-11,0,"WI_2006","2006_WI_2006"
"DE",2007,2017,"Delaware",15.0607642859691,0,-10,0,"WI_2006","2007_WI_2006"
"DE",2008,2017,"Delaware",15.0818946224116,0,-9,0,"WI_2006","2008_WI_2006"
"DE",2009,2017,"Delaware",14.6903900412823,0,-8,0,"WI_2006","2009_WI_2006"
"DE",2010,2017,"Delaware",14.3083618131846,0,-7,0,"WI_2006","2010_WI_2006"
"FL",2002,NA,"Florida",16.913851929131,0,-99,0,"WI_2006","2002_WI_2006"
"FL",2003,NA,"Florida",16.9204885173914,0,-99,0,"WI_2006","2003_WI_2006"
"FL",2004,NA,"Florida",17.0815045005604,0,-99,0,"WI_2006","2004_WI_2006"
"FL",2005,NA,"Florida",17.2954703875576,0,-99,0,"WI_2006","2005_WI_2006"
"FL",2006,NA,"Florida",17.5938413266643,0,-99,0,"WI_2006","2006_WI_2006"
"FL",2007,NA,"Florida",17.6089613072926,0,-99,0,"WI_2006","2007_WI_2006"
"FL",2008,NA,"Florida",17.5082914823448,0,-99,0,"WI_2006","2008_WI_2006"
"FL",2009,NA,"Florida",17.323957578857,0,-99,0,"WI_2006","2009_WI_2006"
"FL",2010,NA,"Florida",17.2999232317053,0,-99,0,"WI_2006","2010_WI_2006"
"HI",2002,NA,"Hawaii",13.6201037616217,0,-99,0,"WI_2006","2002_WI_2006"
"HI",2003,NA,"Hawaii",13.0777255179731,0,-99,0,"WI_2006","2003_WI_2006"
"HI",2004,NA,"Hawaii",13.7191201073775,0,-99,0,"WI_2006","2004_WI_2006"
"HI",2005,NA,"Hawaii",14.4779165969699,0,-99,0,"WI_2006","2005_WI_2006"
"HI",2006,NA,"Hawaii",14.6544071549307,0,-99,0,"WI_2006","2006_WI_2006"
"HI",2007,NA,"Hawaii",14.2702319914131,0,-99,0,"WI_2006","2007_WI_2006"
"HI",2008,NA,"Hawaii",14.3133839120641,0,-99,0,"WI_2006","2008_WI_2006"
"HI",2009,NA,"Hawaii",14.0209610053724,0,-99,0,"WI_2006","2009_WI_2006"
"HI",2010,NA,"Hawaii",14.0368149190045,0,-99,0,"WI_2006","2010_WI_2006"
"ID",2002,2022,"Idaho",13.8255781305113,0,-20,0,"WI_2006","2002_WI_2006"
"ID",2003,2022,"Idaho",14.0226316963812,0,-19,0,"WI_2006","2003_WI_2006"
"ID",2004,2022,"Idaho",14.1270890339467,0,-18,0,"WI_2006","2004_WI_2006"
"ID",2005,2022,"Idaho",14.4305895057302,0,-17,0,"WI_2006","2005_WI_2006"
"ID",2006,2022,"Idaho",14.7745683388815,0,-16,0,"WI_2006","2006_WI_2006"
"ID",2007,2022,"Idaho",14.7224365243505,0,-15,0,"WI_2006","2007_WI_2006"
"ID",2008,2022,"Idaho",14.7328218215503,0,-14,0,"WI_2006","2008_WI_2006"
"ID",2009,2022,"Idaho",14.4422929894435,0,-13,0,"WI_2006","2009_WI_2006"
"ID",2010,2022,"Idaho",14.0730758764958,0,-12,0,"WI_2006","2010_WI_2006"
"KS",2002,NA,"Kansas",14.9300864148159,0,-99,0,"WI_2006","2002_WI_2006"
"KS",2003,NA,"Kansas",14.3426834664482,0,-99,0,"WI_2006","2003_WI_2006"
"KS",2004,NA,"Kansas",14.6338749016278,0,-99,0,"WI_2006","2004_WI_2006"
"KS",2005,NA,"Kansas",15.0319965811233,0,-99,0,"WI_2006","2005_WI_2006"
"KS",2006,NA,"Kansas",15.4617040859459,0,-99,0,"WI_2006","2006_WI_2006"
"KS",2007,NA,"Kansas",15.7862356188935,0,-99,0,"WI_2006","2007_WI_2006"
"KS",2008,NA,"Kansas",15.7873422685681,0,-99,0,"WI_2006","2008_WI_2006"
"KS",2009,NA,"Kansas",15.4758006746122,0,-99,0,"WI_2006","2009_WI_2006"
"KS",2010,NA,"Kansas",15.4247186567592,0,-99,0,"WI_2006","2010_WI_2006"
"KY",2002,2018,"Kentucky",15.1135663431128,0,-16,0,"WI_2006","2002_WI_2006"
"KY",2003,2018,"Kentucky",15.3150578439457,0,-15,0,"WI_2006","2003_WI_2006"
"KY",2004,2018,"Kentucky",15.3469227172029,0,-14,0,"WI_2006","2004_WI_2006"
"KY",2005,2018,"Kentucky",15.5733789247828,0,-13,0,"WI_2006","2005_WI_2006"
"KY",2006,2018,"Kentucky",16.4763882857294,0,-12,0,"WI_2006","2006_WI_2006"
"KY",2007,2018,"Kentucky",16.4627638009724,0,-11,0,"WI_2006","2007_WI_2006"
"KY",2008,2018,"Kentucky",16.0008687106523,0,-10,0,"WI_2006","2008_WI_2006"
"KY",2009,2018,"Kentucky",15.6863738326967,0,-9,0,"WI_2006","2009_WI_2006"
"KY",2010,2018,"Kentucky",15.6713266614077,0,-8,0,"WI_2006","2010_WI_2006"
"LA",2002,2016,"Louisiana",15.011018889503,0,-14,0,"WI_2006","2002_WI_2006"
"LA",2003,2016,"Louisiana",14.7253605930084,0,-13,0,"WI_2006","2003_WI_2006"
"LA",2004,2016,"Louisiana",14.9004675358094,0,-12,0,"WI_2006","2004_WI_2006"
"LA",2005,2016,"Louisiana",15.2975013879056,0,-11,0,"WI_2006","2005_WI_2006"
"LA",2006,2016,"Louisiana",15.6603644069847,0,-10,0,"WI_2006","2006_WI_2006"
"LA",2007,2016,"Louisiana",16.0572476448185,0,-9,0,"WI_2006","2007_WI_2006"
"LA",2008,2016,"Louisiana",15.989119581363,0,-8,0,"WI_2006","2008_WI_2006"
"LA",2009,2016,"Louisiana",15.8511063323983,0,-7,0,"WI_2006","2009_WI_2006"
"LA",2010,2016,"Louisiana",15.4073851340178,0,-6,0,"WI_2006","2010_WI_2006"
"MD",2002,2018,"Maryland",15.4515069370188,0,-16,0,"WI_2006","2002_WI_2006"
"MD",2003,2018,"Maryland",15.5046042900536,0,-15,0,"WI_2006","2003_WI_2006"
"MD",2004,2018,"Maryland",15.9121252224013,0,-14,0,"WI_2006","2004_WI_2006"
"MD",2005,2018,"Maryland",16.2604058964443,0,-13,0,"WI_2006","2005_WI_2006"
"MD",2006,2018,"Maryland",16.3085542501409,0,-12,0,"WI_2006","2006_WI_2006"
"MD",2007,2018,"Maryland",16.2289084188957,0,-11,0,"WI_2006","2007_WI_2006"
"MD",2008,2018,"Maryland",16.003023483032,0,-10,0,"WI_2006","2008_WI_2006"
"MD",2009,2018,"Maryland",16.0214525832535,0,-9,0,"WI_2006","2009_WI_2006"
"MD",2010,2018,"Maryland",16.1954965504492,0,-8,0,"WI_2006","2010_WI_2006"
"MA",2002,2025,"Massachusetts",16.0928788013399,0,-23,0,"WI_2006","2002_WI_2006"
"MA",2003,2025,"Massachusetts",16.338802551839,0,-22,0,"WI_2006","2003_WI_2006"
"MA",2004,2025,"Massachusetts",16.4325805597727,0,-21,0,"WI_2006","2004_WI_2006"
"MA",2005,2025,"Massachusetts",16.4566679365713,0,-20,0,"WI_2006","2005_WI_2006"
"MA",2006,2025,"Massachusetts",16.7894862860403,0,-19,0,"WI_2006","2006_WI_2006"
"MA",2007,2025,"Massachusetts",16.9146056689344,0,-18,0,"WI_2006","2007_WI_2006"
"MA",2008,2025,"Massachusetts",16.9486936384569,0,-17,0,"WI_2006","2008_WI_2006"
"MA",2009,2025,"Massachusetts",16.7513548133427,0,-16,0,"WI_2006","2009_WI_2006"
"MA",2010,2025,"Massachusetts",16.8528966617854,0,-15,0,"WI_2006","2010_WI_2006"
"MS",2002,NA,"Mississippi",15.1806527816086,0,-99,0,"WI_2006","2002_WI_2006"
"MS",2003,NA,"Mississippi",15.5691457793678,0,-99,0,"WI_2006","2003_WI_2006"
"MS",2004,NA,"Mississippi",15.4000244310309,0,-99,0,"WI_2006","2004_WI_2006"
"MS",2005,NA,"Mississippi",15.5497503716419,0,-99,0,"WI_2006","2005_WI_2006"
"MS",2006,NA,"Mississippi",15.6623293877086,0,-99,0,"WI_2006","2006_WI_2006"
"MS",2007,NA,"Mississippi",15.8148395978684,0,-99,0,"WI_2006","2007_WI_2006"
"MS",2008,NA,"Mississippi",15.8558031839133,0,-99,0,"WI_2006","2008_WI_2006"
"MS",2009,NA,"Mississippi",15.6851596494092,0,-99,0,"WI_2006","2009_WI_2006"
"MS",2010,NA,"Mississippi",15.6602766862653,0,-99,0,"WI_2006","2010_WI_2006"
"MO",2002,2020,"Missouri",15.3856553066206,0,-18,0,"WI_2006","2002_WI_2006"
"MO",2003,2020,"Missouri",15.0069037699564,0,-17,0,"WI_2006","2003_WI_2006"
"MO",2004,2020,"Missouri",15.0936226482394,0,-16,0,"WI_2006","2004_WI_2006"
"MO",2005,2020,"Missouri",15.0658889713809,0,-15,0,"WI_2006","2005_WI_2006"
"MO",2006,2020,"Missouri",15.5200811799103,0,-14,0,"WI_2006","2006_WI_2006"
"MO",2007,2020,"Missouri",15.6481739383573,0,-13,0,"WI_2006","2007_WI_2006"
"MO",2008,2020,"Missouri",15.6310125951372,0,-12,0,"WI_2006","2008_WI_2006"
"MO",2009,2020,"Missouri",15.3103399905035,0,-11,0,"WI_2006","2009_WI_2006"
"MO",2010,2020,"Missouri",15.0127535679377,0,-10,0,"WI_2006","2010_WI_2006"
"MT",2002,2025,"Montana",13.8254315521202,0,-23,0,"WI_2006","2002_WI_2006"
"MT",2003,2025,"Montana",13.3906813930405,0,-22,0,"WI_2006","2003_WI_2006"
"MT",2004,2025,"Montana",13.8188088164286,0,-21,0,"WI_2006","2004_WI_2006"
"MT",2005,2025,"Montana",14.1905317314761,0,-20,0,"WI_2006","2005_WI_2006"
"MT",2006,2025,"Montana",14.6382229428789,0,-19,0,"WI_2006","2006_WI_2006"
"MT",2007,2025,"Montana",14.7891305532803,0,-18,0,"WI_2006","2007_WI_2006"
"MT",2008,2025,"Montana",14.689206119232,0,-17,0,"WI_2006","2008_WI_2006"
"MT",2009,2025,"Montana",14.7048030583875,0,-16,0,"WI_2006","2009_WI_2006"
"MT",2010,2025,"Montana",14.1383988861507,0,-15,0,"WI_2006","2010_WI_2006"
"NH",2002,2022,"New Hampshire",15.3059343831912,0,-20,0,"WI_2006","2002_WI_2006"
"NH",2003,2022,"New Hampshire",15.3546825199827,0,-19,0,"WI_2006","2003_WI_2006"
"NH",2004,2022,"New Hampshire",15.2985955749244,0,-18,0,"WI_2006","2004_WI_2006"
"NH",2005,2022,"New Hampshire",15.4547465512789,0,-17,0,"WI_2006","2005_WI_2006"
"NH",2006,2022,"New Hampshire",15.5847554014262,0,-16,0,"WI_2006","2006_WI_2006"
"NH",2007,2022,"New Hampshire",15.6781884909833,0,-15,0,"WI_2006","2007_WI_2006"
"NH",2008,2022,"New Hampshire",15.7095891657914,0,-14,0,"WI_2006","2008_WI_2006"
"NH",2009,2022,"New Hampshire",15.5742423329429,0,-13,0,"WI_2006","2009_WI_2006"
"NH",2010,2022,"New Hampshire",15.5868051806774,0,-12,0,"WI_2006","2010_WI_2006"
"NJ",2002,2012,"New Jersey",16.3199438347271,0,-10,0,"WI_2006","2002_WI_2006"
"NJ",2003,2012,"New Jersey",17.097692060998,0,-9,0,"WI_2006","2003_WI_2006"
